profile_name,user_reviews,rating_date,visit_date,summary,text,stars
Andrew M,11 reviews,"Reviewed July 28, 2016",Date of visit: July 2016,Did not disapoint,Excellent night out. Good staff. Good value. HUGE POTTIONS. Entertaient was good.  Well worth what we paid. Defo be back.,5
colinj224,22 reviews,"Reviewed July 28, 2016",Date of visit: July 2016,Great ribs and atmosphere,"We paid Fat Mama's a visit during our stay in Paphos, it has a great atmosphere with really friendly staff. The portion sizes are huge!!!!!
Yes its not traditional greek food but this place has been going for 20 years in Paphos.
I would say...More",5
Alison T,13 reviews,"Reviewed July 27, 2016",Date of visit: July 2016,Fat mamma's,"Oh my god,such a fantastic atmosphere.Food was lush,service was excellent and the singing and dancing was spot on.All ages and family welcome.Also have face painting,nail art and henna tattoos for all.Will definitely be going back here",5
Jfrank93,46 reviews,"Reviewed July 27, 2016",Date of visit: July 2016,Average,"I am very surprised to see the popularity of this restaurant and the only reason I can think of is because British tourists can relate to the Americanized atmosphere and menu. There are several more traditional restaurants along this strip whereby you have excellent service,...More",2
Jim B,14 reviews,"Reviewed July 27, 2016",Date of visit: July 2016,Pretty good,"Went on recommendation.
Served very quickly and the food arrived immediately, almost too quickly. 
Got the feeling they needed to turn the table round for a later booking.
That being said, staff were attentive and the food was good and plentiful and hot. 
Ordered full...More",4
Clairey2903,14 reviews,"Reviewed July 27, 2016",Date of visit: July 2016,Great food,After reading some of the reviews on here I couldn't wait to visit Fat Mamas and it didn't disappoint. The food was plentiful and reasonably priced. Would recommend for families as the entertainment is great for youngsters.,4
Lisa R,6 reviews,"Reviewed July 26, 2016",Date of visit: July 2016,A must if in Paphos!,"We visited Fat Mamas with friends who had been before and it was great. The food was delicious and the portions are big, thankfully we shared starters and are so glad that we did. Service is great too but i would thoroughly recommend booking a...More",5
0906ellis,4 reviews,"Reviewed July 26, 2016",Date of visit: July 2016,Family Visit,"A very good place to eat with a wide selection of grilled food available for the whole family.

The wait was a little long due to how busy the restaurant was, but we were seated within 15 mins. We had a group of 4 adults...More",4
Twitcher42,38 reviews,"Reviewed July 26, 2016",Date of visit: July 2016,"Great Food, Great Value, Great Evening",Visited on last evening of our holiday in Paphos. Arrive before 7 to get 10% of your bill.Staff very friendly and efficient. Good quality Tex Mex/ Italian fare. Loads to choose from - very large portions which they are happy to wrap up to take...More,5
happytoseetheworld9,105 reviews,"Reviewed July 25, 2016",Date of visit: July 2016,Noisy,"Good for families but very americanised and noisy.
You always have to queue to get a table.
It's good for ribs burgers etc but if you want traditional Cypriot food then this is not for you
Very child friendly",2
John L,5 reviews,"Reviewed July 25, 2016",Date of visit: July 2016,Good entertainment,"Food ok, bit like a TGI/Frankie & Bennys type place, not a great variety but the entertainment is good.",4
814steveh,8 reviews,"Reviewed July 25, 2016",Date of visit: July 2016,great food and great service,fantastic food at a great price with entertainment thrown in good night out with or without the kids always got great service as well would suggest arriving early as can get busy around 19:00 but even then we didn't have to wait long for a...More,5
megs1946,9 reviews,"Reviewed July 25, 2016",Date of visit: July 2016,Good service and good food,"Can't fault the service or the food and there's plenty of it and not expensive, the place to go if you have kids",5
michelle p,8 reviews,"Reviewed July 25, 2016",Date of visit: July 2016,amazing restaurant,this is an amazing restaurant we ate here a couple of times and wasnt disappointed very friendley staff excellent entertainment,5
Ellie T,4 reviews,"Reviewed July 24, 2016",Date of visit: July 2016,Just downright terrible.,"Came with my partner having high expectations due to the clear popularity of the restaurant and we have never been so disappointed. I had a Halloumi Burger which had no taste to it whatsoever, and my partner ordered the Beef Fajitas - the beef was...More",2
RobBos772,280 reviews,"Reviewed July 24, 2016",Date of visit: July 2016,Decidedly average,"As per other reviews, we can confirm that portion sizes are huge. However, that's only good if food is of a good standard - this really wasn't.

Burgers etc were of a very average standard - frozen chips and overcooked burgers. Fajitas were also similarly...More",2
679matanh,5 reviews,"Reviewed July 24, 2016",Date of visit: July 2016,Woowww!,"Best ribs ever!
A++++
Its allways full so call them!
Good music and good staff!
Must must must!
Try the ribs,and the oven poteto",5
leanne T,15 reviews,"Reviewed July 24, 2016",Date of visit: May 2016,Excellent for birthdays,Lovely food great atmosphere it was sons birthday the day after we got home but they still made a fuss and bought him a cocktail and did a dance for him - he was 8 he loved it. Not somewhere to go every night but...More,4
charlottef007,6 reviews,"Reviewed July 24, 2016",Date of visit: July 2016,Twice in 3 days!,"Wow! What an amazing place.  On the first visit we were blown away - buy one get one free cocktails 6-7pm which were fantastic, live entertainment, friendly attentive staff and amazing food.  Enjoyed it so much we went again a few days later for our...More",5
MetteGammelby,22 reviews,"Reviewed July 23, 2016",Date of visit: July 2016,"Good fun, good food","Went with my daughter (9) and we sheared the ""Meat lover"" which was really good (especially the ribs!!!) and there was plenty of it ;-) Entertainment was good fun and the service was great :D would go again if we ever end up near Paphos...More",4
Angela C,4 reviews,"Reviewed July 23, 2016",Date of visit: July 2016,Fabulous food,"Ate here last year on our first visit to Paphos, was recommended to us, food was so good the first time we visited we went back again this year on our 2nd visit to Paphos and there was no disappointment 2nd time around, great food,...More",4
marilyng665,18 reviews,"Reviewed July 23, 2016",Date of visit: July 2016,Big portions,do not eat all day if you want to finish a meal its not called fat mama's for nothing meals were beautiful they have 2 menus  Italian and American and you can mix and match from either,4
woodward1968,14 reviews,"Reviewed July 22, 2016",Date of visit: July 2016,Double delight,"Wow what a fantastic place it was so good we went twice during our stay in paphos  outstanding staff, service and food is out of this world the dancing girls where superb they had face painting for the little ones on the lawn there is...More",5
RachRey,10 reviews,"Reviewed July 21, 2016",Date of visit: July 2016,Absolutely amazing food,"Visited fat mamas twice during our 2week holiday in pathos. Cannot recommend it enough, food and atmosphere is fab with a good menu choice all round for the grown ups and kids. Would go back to paphos again just to go here!",5
Zoe054,112 reviews,"Reviewed July 21, 2016",Date of visit: July 2016,VILE,"The staff are vile.
The food is vile. 
The entertainment is vile. 
It's not clean.
It's expensive.
Sorry but I cannot find one positive about this place.",1
Samboraholic,26 reviews,"Reviewed July 21, 2016",Date of visit: July 2016,Fabulous meal,"On arrival in Paphos our private transfer was taking us to the Avlida where we stayed and I asked Drive ""is there anywhere you would recommend us to eat as we like to have the odd meal out even though we are all inclusive"". His...More",5
lornad583,52 reviews,"Reviewed July 20, 2016",Date of visit: July 2016,"Great service, yummy food",We ate at Fat Mama's on two occasions during our stay in Paphos. The restaurant is very popular and always busy with locals and tourists however we never waited long for a table on our first visit (approx 15 mins) and were seated immediately on...More,4
Christine R,4 reviews,"Reviewed July 16, 2016",Date of visit: July 2016,Amazing,This is the place to go if you have a large appetite - very good for children too.  Entertainment for both children and adults - a very popular place,5
Rick E,242 reviews,"Reviewed July 16, 2016",Date of visit: July 2016,Great food,"Was recommended to us, and was not disappointed.  Prices very reasonable and food was great. Portions on the large side, wife has lasagne could only eat a 1/3rd of it.",5
angushouse,13 reviews,"Reviewed July 16, 2016",Date of visit: July 2016,Fab,"Would recommend you to go along great place.
You get a choice of small or large potions would recommend small as the larger are very big.
Great service lots of staff can't do enough for you.
Gets very busy would book and has great entertainment",5
S2842QZstephenm,10 reviews,"Reviewed July 16, 2016",Date of visit: July 2016,Hungry,"I ordered the large ribs thinking it would be stingy with the portion.  I couldn't have been more wrong.  I almost ate it all but because you get chips, I couldn't help but soak up the awesome sauce which defeated me, but no worries, they...More",5
816grahamc,69 reviews,"Reviewed July 14, 2016",Date of visit: July 2016,American Diner that Does it Well,"Visited here whilst on annual family holiday, 9 in total.  Food is good, service is good, they are friendly happy and make you feel welcome.  They usually have a show on and it makes a great family night out.",4
John B,13 reviews,"Reviewed July 14, 2016",Date of visit: July 2016,Good Night - Huge Portions,"Good Food, Excellent Service. Fun entertainment. Had the Sizzling Beef. Wife had the chicken. Lots of roadworks outside as they are re-doing the main road, but this didn't effect the night.",5
Philip H,17 reviews,"Reviewed July 14, 2016",Date of visit: July 2016,No Service  music very noisy,"I was shown to a table , ""one minute I will bring the menu"". . I waited and waited , did not shout, whistle,  speak,  or click my fingers I was polite perhaps too polite  just a discreet wave to attract attention  but I was...More",1
Gill040172,34 reviews,"Reviewed July 13, 2016",Date of visit: July 2016,Love it,Been many times and is still one of the best value family friendly restaurants in paphos - despite all the road works blocking you stoping outside still going strong - excellent for young kids too but be warned huge portions - value for money guaranteed,5
zoed658,8 reviews,"Reviewed July 13, 2016",Date of visit: July 2016,amazing,"lovely food , great service fab show and fab staff !!! me and my mum came here twice we loved it. The food was fab,",5
amala805,20 reviews,"Reviewed July 12, 2016",Date of visit: July 2016,Good dinner,"Nice location, good food, generous portions. We tried the ribs and they were good. 
Also has a mini show that runs for about 20-30 minutes.",4
Yshshhwhhw H,2 reviews,"Reviewed July 12, 2016",Date of visit: July 2016,Very pleasant,Enjoyable evening good food and good portion sizes. Would recommend to anyone visiting paphos. Entertainment for families and very friendly staff,5
351ulrikas,159 reviews,"Reviewed July 12, 2016",Date of visit: September 2015,Great value for money,Very nice food and huge portions. Nice entertainment and attentative staff. Very popular. A lot of guests every night.,5
ShelDye,28 reviews,"Reviewed July 11, 2016",Date of visit: July 2016,Quality throughout the menu,An excellent place to eat. Good portion sizes and good quality too. Impromptu dancing to celebrate birthdays etc. And a decent show near the end of the night. Well worth the visit and we'll be back again next year just as we have been for...More,5
nickyh881,4 reviews,"Reviewed July 11, 2016",Date of visit: July 2016,Excellent in every way,"I would totally recommend you don't snack before going here,the portion size is amazing great value,great food,great service and great entertainment fat mammas is a must if you go to paphos",5
Dean J,5 reviews,"Reviewed July 10, 2016",Date of visit: July 2016,Great food at Fat Mamas,"Our last night in cyprus and what better way to end it with a meal at Fat Mamas. Food very tasty, service fab,entertainment worth watching and reasonable prices also.",5
Pat W,13 reviews,"Reviewed July 10, 2016",Date of visit: July 2016,Lovely meal,"Recently stayed near to fat mamas and ate here twice, advisable to book, very good price for large tasty portions, there was some brief entertainment around 9pm which was a nice touch, would definitely eat here again",4
debb1972,16 reviews,"Reviewed July 9, 2016",Date of visit: July 2016,Lovely and lots of,"We went here in July and the amount of food you get is huge!! 
My friends all had starters but then couldnt manage their main meals!!  
The food itself is lovely, and well priced but there is loads of it!!
The place itself is clean...More",4
Pip2112,14 reviews,"Reviewed July 9, 2016",Date of visit: July 2016,American and Italian food,Good place if celebrating as get free bubbly! Can sit outside. Huge portions - share a starter!  THe small pasta sizing is actually plenty large enough for an adult.,4
jammydodger63,184 reviews,"Reviewed July 8, 2016",Date of visit: June 2016,Never fails to deliver!!,"Fat Mama's is the type of restaurant we all look for on holiday: good & plentiful food, helpful staff and great entertainment - all at a reasonable price!

It's been 18mths since we last visit and we weren't disappointed :) It was also our friends...More",5
58irenew,9 reviews,"Reviewed July 8, 2016",Date of visit: June 2016,Irene,Great food asked for a small portion and couldn't believe how big it was.    The entertainment and staff were great.   Would go again.,5
Tripdhcl,9 reviews,"Reviewed July 8, 2016",Date of visit: July 2016,Brilliant,"Had a meal with my partner here and have always visited whenever we've been to Cyprus. Staff are very nice and welcoming, the food is brilliant and the prices are great too. Beware of the brilliantly large portions!",4
andrewo752,27 reviews,"Reviewed July 7, 2016",Date of visit: July 2016,Wouldn't go back,We were recommended this restaurant by our rep who said it was excellent value for money.  Yes it was fairly cheap but the food was basic and the waiters didn't have a clue of what the meals were when they were serving us.  The draught...More,1
Jonta75,5 reviews,"Reviewed July 7, 2016",Date of visit: June 2016,"Excellent staff, very friendly and happy to see you ...","Take your appetite as even the smaller portions are BIG ...Went twice and had 2 great meals .... plates are huge so as to get the portions on them ...Very reasonable prices, gets very busy but plenty staff to serve you ...Even has resident singers/dancers...More",5
annmarie562016,14 reviews,"Reviewed July 7, 2016",Date of visit: October 2015,Great place,"When in paphos Cyprus. I always visit fat mama,s. It is one of the best restaurants I have visited. The menu has loads of choice to suit everyone. The food is always amazing and I love the entertainment. The staff are all so helpful and...More",5
Turbinefixer,13 reviews,"Reviewed July 7, 2016",Date of visit: May 2016,After wedding family meal,"We had a fab time here having a meal to celebrate my sisters wedding, food was lovely and big portions too",5
Chloe S,6 reviews,"Reviewed July 7, 2016",Date of visit: June 2016,Amazing,"I visited here with my boyfriend whilst on holiday. Staff and service amazing, very friendly. Food was amazing, the nachos are a must! There is a show put on during your meal which is a bit of fun also.
Will definitely be back the next...More",5
kirstymac,178 reviews,"Reviewed July 5, 2016",Date of visit: August 2015,Ok,"Been here a few times but the last time i was here the waitress took my drink from me before i was finished.
The food is very tgi friday.
The staff do work hard and is very american style when the staff burst into a...More",3
mary M,2 reviews,"Reviewed July 4, 2016",Date of visit: September 2015,Great nights,Must visit everything about this place is great Food entertainment staff. Always tell friends that are going to pathos to try it . Everyone   has raved about it when they get home 🍖🍔🍟🍝🍺🍹🍴,5
Yanster79,38 reviews,"Reviewed July 4, 2016",Date of visit: June 2016,Excellent food,"We came here on out first full day of our holiday on the recommendation of about 40 people.
We absolutely loved the food, atmosphere and staff.
It's not the cheapest restaurant on Tomb of the Kings Road but it is well worth as the food...More",5
stevealenby1,47 reviews,"Reviewed July 4, 2016",Date of visit: July 2016,Good food,"Good food not sure about the dancers

Good menu and nice prices, very busy not sure if I would visit again as it we felt very crammed  in on the tables",3
c12lyb,11 reviews,"Reviewed July 4, 2016",Date of visit: July 2016,Great food,"Great food, don't try manage 3 courses though... Huge portions and great friendly staff. The dancing is great and the prices are reasonable",5
POLINA2006,158 reviews,"Reviewed July 4, 2016",Date of visit: June 2016,AN OTHER GREAT DINNER AT FAT MAMAS,This is the second time we are visiting Fat Mamas.  My kids love this place.  Again the service was excellent.  Show was ok.  Crowded as always.  The portions were massive and the food was very tasty.  But I think may be the cooker has changed...More,5
mizzy30,6 reviews,"Reviewed July 4, 2016",Date of visit: June 2016,Went for night out,I would deffo go there brilliant night out and great food.entertainment was brilliant and good for kids,5
debbie1985,16 reviews,"Reviewed July 3, 2016",Date of visit: May 2016,Very good food,"We visited Cyprus for 2 weeks, ate here 4 times during that time. The food here was amazing, massive portions even if you don't order mama size I found it hard to finish...I didn't manage to finish anything I got! Service was great, as well...More",5
17stinea,56 reviews,"Reviewed July 2, 2016",Date of visit: July 2016,Great birthday!,"As usual we always celebrate the kids birthdays at Fat Mamas, and this year were no exception. 
The service is great, cheerful and attentive waiters, excellent steaks cooked to perfection and omg the goodfather's chocolate fudge cake! Several shows during the evening and of course...More",5
BobbleBob10,25 reviews,"Reviewed July 2, 2016",Date of visit: July 2016,Amazing! A definite must!,"Been here many times in the past and not how I remembered! I always remembered a lot of entertainment, heavingly busy and queues. 

Arrived both times last week at about 6 and no queues! Between 5-7 is happy hour which means 2 for 1 cocktails...More",5
rachelhunt35,6 reviews,"Reviewed July 2, 2016",Date of visit: June 2016,Lovely food! But rushed us!,"Fat mamas is a great place for the food and the atmosphere, the meal was lovely, but we felt we rushed a little bit as the place is always really really busy , it's like NEXT! Great place to take the kiddies !",3
dazgillkidz,38 reviews,"Reviewed June 30, 2016",Date of visit: June 2016,A must visit place,"Where do we start. YOU MUST EAT HERE. 

A real gem in Paphos crown. 

The welcome was great we were shown to our table then we was presented with two glasses of champagne as we were celebrating our 7th wedding anniversary. 

Starters cheesy mushrooms. Great...More",5
kizzy0606,6 reviews,"Reviewed June 29, 2016",Date of visit: June 2016,Nice food,"Nice food, little bit expensive but you do get a lot of food. Not much entertainment going on. Lots of staff. chips were very nice!!",4
katie_swizz,9 reviews,"Reviewed June 29, 2016",Date of visit: June 2016,Large portions and tasty,"Myself and my partner visited here after many recommendations from people we know At home who had been. The food was good typical American ribs burgers meat pizzas etc, LARGE portions so go hungry! It's great for those who like that kind of food, I...More",3
_J3932DK,28 reviews,"Reviewed June 28, 2016",Date of visit: June 2016,Not bad foor and good entertainment,"The food is not very expensive, because You receive very big portions, so I don't recommend to order big portions for women, small is big enough to feel full. They do not  have traditional/national food here, only American fast food or just ordinary chicken, veal...More",4
Bill T,25 reviews,"Reviewed June 27, 2016",Date of visit: June 2016,Best Steak Ever,"I have eaten a lot of steak meals in my life but this was exceptional!! It was so nice, we had to return the next day just to check   if it was just a fluke. The next meal was every bit as good. Service was...More",5
DaveyG32,267 reviews,"Reviewed June 27, 2016",Date of visit: June 2016,"Had a lovely meal here , generous portions, good food.","Came here with friends and family the night before my wedding, it is a lively venue with a good atmosphere. The cocktails were good , the food really good, the portions huge. We all had a laugh and walked out very full , the ribs...More",4
Nathan M,7 reviews,"Reviewed June 27, 2016",Date of visit: June 2016,Best ribs ever!,If you're looking for somewhere really decent for dinner- look no further!! For €17 you get 3 racks of ribs and a huge bowl of chips! Only 2/8 of us finished it they were so big yet so good! The meat falls from the bones....More,5
AniramPetals,67 reviews,"Reviewed June 27, 2016",Date of visit: June 2016,"Good food, huge portions, reasonable price & a cabaret thrown in for good measure!","We visited Fat Mama's this evening and had a thoroughly enjoyable experience.
Hubby had Hunters Chicken and I had Geronimo Chilli Chicken. Both came with fries and a salad garnish. We both enjoyed  the mains very much. Think American Diner style food and you won't...More",5
810katied,10 reviews,"Reviewed June 27, 2016",Date of visit: June 2016,reasonably priced,Carbonara had too much cream however they were kind enough not to charge for that after I complained.  Everything else was great.,3
MrsAMasters,35 reviews,"Reviewed June 24, 2016",Date of visit: June 2016,Absolutely amazing restaurant,Ive visited this place 4 times now and everyone i have taken here has loved it. It's reasonably prices and offers meals in a small or large portion (to us that means large or extra large) their cocktails are amazing aswell as desserts! Every Time...More,5
nicola d,12 reviews,"Reviewed June 24, 2016",Date of visit: June 2016,Great atmosphere,"Food poor potatoe skins hard and poor quality four mushrooms as a starter expensive 
Over priced paying for entertainment",3
Kieranhouston80,6 reviews,"Reviewed June 24, 2016",Date of visit: June 2016,Brilliant service n food,Came here whilst on holiday for a friends wedding and it didn't disappoint. A warm welcome to all 28 of us all. We was promptly shown to our 2 tables which had been reserved for us. Our drinks order was taken whilst we feasted over...More,5
Tina B,7 reviews,"Reviewed June 23, 2016",Date of visit: June 2016,ABSOLUTELY FANTASTIC,"We visited this restaurant because various friends recommended it, and we were not disappointed it was absolutely fantastic. We went with family on the 19th of June the staff were lovely and attentive and a credit to the restaurant.Our meal started with my daughter Laura...More",5
Marjorie M,12 reviews,"Reviewed June 22, 2016",Date of visit: June 2016,Night to remember,"what a fantastic night with friends, the food fab and lots of it, the entertainment awesome, Stavros Flattley was there the night we went, great for families or couple",5
l0uised23,5 reviews,"Reviewed June 21, 2016",Date of visit: May 2016,Great,Went with my family and we ordered various things from the menu and all were excellent. Very reasonable prices Beowulf highly recommend this place.,5
Ashpet1983,27 reviews,"Reviewed June 19, 2016",Date of visit: June 2016,Riiiiibbbbbssss,"Great atmosphere, massive portions and good entertainment.

The Italian / American fusion menus give a great deal of choice and you can mix and match from both.

I went to order the 'cowboy' portion of ribs and thankfully the waitress talked me out of it,...More",5
y0rkshiretyke,18 reviews,"Reviewed June 19, 2016",Date of visit: June 2016,ABSOLUTELY SUPERB.,"WE visited this restaurant on 12th April,birthday celebration with friends.The food was beautiful,cooked to perfection and tasted gorgeous,the steak was to die for and deserts not for dieters.Staff could not do enough for you,exceptional table service,Maria in particular went out of her way to help...More",5
natalieh791,15 reviews,"Reviewed June 19, 2016",Date of visit: June 2016,Amazing food,"We had an amazing meal here on our first night !
Food was great, service was brilliant, dancing was a bit cringe.
Would definitely return if we visit Cyprus again !",4
margshaz,23 reviews,"Reviewed June 18, 2016",Date of visit: June 2016,Great,"Great food, very good entertainment excellent staff not to expensive, wine not cheep, over looking the buzzy road",5
owest725,19 reviews,"Reviewed June 18, 2016",Date of visit: June 2016,Enjoyable evening with friends,"Fat mamas is known for their massive portions, delicious comfort food and light hearted entertainment!

There is so much to choose from (they have 2 menus) ranging from Italian/Mexican/American/grilled dishes. They do also give you the option to choose whether you want the smaller or...More",4
Curlytop28,30 reviews,"Reviewed June 17, 2016",Date of visit: June 2016,Evening out,Good food. Choice from 2 menus. Lots of friendly staff including Fat Mama & her friend called Willy. Not for those who want a quiet night though good entertainment especially if its for a special ocassion,5
ashste,14 reviews,"Reviewed June 16, 2016",Date of visit: June 2016,Lovely food,A lot of road works going on so crossing road night mare food is lovely and atmosphere but you can smell sewerage round that area but nice change for an evening.,4
aandmcherrington,34 reviews,"Reviewed June 15, 2016",Date of visit: June 2016,A new experience,Never had a meal beforein a restaurant while being entertained - fantastic experience.  Food comes in huge protions and is fantatstic.  I would recommend it to everyone.,5
Sian W,8 reviews,"Reviewed June 14, 2016",Date of visit: June 2016,Amazing food.,Number one place on TripAdvisor does all kind of food Italian and American. Be warned portions are large!!,5
Rita T,8 reviews,"Reviewed June 12, 2016",Date of visit: June 2016,Deliciously American,It was a great evening with delicious food and dance. Strongly recommend to visit it when hungry as portion sizes are quite large. Staff is very friendly and attentive.,5
Holidays059,29 reviews,"Reviewed June 12, 2016",Date of visit: June 2016,Big Portion But Average Food,"My wife and I have been to Fat Mama's a couple of times during our holidays. Great place if you are hungry and like big portions, the food though is average, there are better places to eat.",3
Lynsey T,30 reviews,"Reviewed June 10, 2016",Date of visit: May 2016,Pre - wedding visit,"Fab visit, a couple of days before our wedding day, staff were great, a really good fun evening with lovely food, they made us feel very special ! We will be back 😉",5
Kim0210,19 reviews,"Reviewed June 9, 2016",Date of visit: May 2016,So much food!,"The platter to share as starter fed three of us! Steak tender and really good portions. Live entertainment, really good night",5
656kirstyl,23 reviews,"Reviewed June 9, 2016",Date of visit: May 2016,Very entertaining,"We found this place after jurt areiving in Paphos and staying in the apartments over the road.
Very entertaining with the girls up singing and dancing virtually every couple of minutes.
Face painting for the kids too.
Food was typical american burgers but very nice....More",5
aund322,8 reviews,"Reviewed June 9, 2016",Date of visit: June 2016,Great,Had a really good visit me and the missus shared potato skins was a massive portion so glad we only ordered one between us. We had burgers and they were great massive portions too . Would recommend to anyone very well priced and big choice...More,4
Blue4everdave,16 reviews,"Reviewed June 9, 2016",Date of visit: June 2016,Hectic,when we arrived at the restaurant the queue to get in was quite long. we waited about 15 mins to get a table. once in we felt uncomfortable as everything happens so fast. the staff put on a good show & the food is good...More,3
Elaine W,19 reviews,"Reviewed June 9, 2016",Date of visit: July 2015,brill food!!,"we visited last July as a group of 15, the food was gorgeous, service was great and entertainment the kids loved.
would definitely come back and recommend.",5
ManchesterKitten30,113 reviews,"Reviewed June 9, 2016",Date of visit: May 2016,lovely food and entertainment,"we ate here twice in a week, i have to say it was the nicest steak i have ever eaten!!

The food and service is lovely and the small entertainment bits they do were great. On our second night stavros flately did a small show...More",4
Mike B,9 reviews,"Reviewed June 7, 2016",Date of visit: June 2016,Lively good food,"Great meal with high taste, choice and very happy friendly staff. With free entertainment as well. Superb.",5
pitchy74,2 reviews,"Reviewed June 7, 2016",Date of visit: June 2016,Great food,Good food for a good price portions are massive great place to visit staff friendly and good dancers for entertainment,4
John L,3 reviews,"Reviewed June 7, 2016",Date of visit: June 2016,Grandaughter's 5th Birthday,Excellent trip for our granddaughter - there is entertainment going on periodically during the meal and the singers sang a special Happy Birthday,5
Timebridge,12 reviews,"Reviewed June 6, 2016",Date of visit: June 2016,Sally,"Had a couple of nights at fat mama's enjoyed the food, cocktails and the show. We had a couple on their honeymoon and a 50th birthday and they gave us a free cocktail and the showgirls presented it. Both nights there were great!",4
Emma M,4 reviews,"Reviewed June 6, 2016",Date of visit: June 2016,"Big portions, unnecessary cabaret. Tasty overall!","Went for a quiet meal with my boyfriend and ordered the chicken fajitas. The food was fast, fresh and tasty but just a bit too big (a portion of chips with fajitas???). Cabaret interludes were a bit too frequent for my liking but good for...More",3
Leel2013,5 reviews,"Reviewed June 6, 2016",Date of visit: May 2016,Superb,"I visited fat mamas 3 times whilst in Paphos the food and service is amazing .
2 menus Italian and American style ribs steaks",5
paulandliz2016,3 reviews,"Reviewed June 5, 2016",Date of visit: May 2016,Absolutely  delicious,"Hi Alex,  thank you so much for the amazing meals we had on several occasions throughout our week stay. Fantastic atmosphere, excellent staff and the food omg mouth watering.
Well worth the money and more, if you are in paphos make time to come here...More",5
udcdance,4 reviews,"Reviewed June 5, 2016",Date of visit: May 2016,Amazing,"All I can say is you won't leave hungry
Portions are huge and the food delicious 
Great atmosphere 

This is a must place to eat out on your holiday",5
Nicki O,8 reviews,"Reviewed June 3, 2016",Date of visit: June 2016,Great night!,"The food was amazing..... And plenty of it!
All the staff were happy and helpful - with a sense of humour, and the free entertainment was the icing in the cake.
A really good fun night out.
Oh and the chocolate fudge cake was pretty...More",5
bendB8196KO,7 reviews,"Reviewed June 3, 2016",Date of visit: June 2016,Food,Food was spot on and plenty of it never ate so many ribs staff were polite and friendly and the entertainment kept the little one entertained spot on I would defiantly eat there again,5
Domster410,11 reviews,"Reviewed June 3, 2016",Date of visit: May 2016,Fun night out for the family,"Had a great time with my family. Food is top rate, more than you could want to eat. Be prepared to stay a few hours to and enjoy the fun. I had the ribs. Chose the small portion and barely finished, god help anyone choosing...More",5
TripAdviser747,105 reviews,"Reviewed June 2, 2016",Date of visit: March 2016,Great Evening,"We had a great time at Fat Mama's , the atmosphere was great and the food even better and for the steaks and pastas we have been back several times for our evening meals.",5
Franko0510,10 reviews,"Reviewed June 1, 2016",Date of visit: May 2016,Huge portions! Great food!,"This restaurant was so good we went here twice! Loads to choose from on the menu, they even do small portions which are still huge! One of the best burgers I've ever had, the restaurant even had a bit entertainment on while dining, a singer...More",5
Molly A,5 reviews,"Reviewed June 1, 2016",Date of visit: May 2016,Really enjoyed it!,Had a lovely meal at fat mama's food was lovely. Me and my partner had pizza and pasta both which were good. They had good deals on with the drinks which meant it wasn't as expensive. Would visit again.,5
dellabaines,3 reviews,"Reviewed May 30, 2016",Date of visit: May 2016,Fabulous night,We have been to Paphos 3 times and visited Fat Mamas each time. Excellent food..best steaks we have had!! The entertainment is great. Firstly the children are entertained and the atmosphere really good. The dancers are really talented and make such a fuss of clients...More,5
eileen377,25 reviews,"Reviewed May 29, 2016",Date of visit: May 2016,food glorious food,this is a must visit whilst in paphos .we went for a meal for our wedding anniversary and got serenaded and a free small bottle of champagne . the food is great starters we had nachos and couldnt eat it all there was so much...More,5
Yasmin B,3 reviews,"Reviewed May 28, 2016",Date of visit: May 2016,Massive Portions ❤,This was one of my best eating experiences. There are two menus to choose from - an Italian and american one from which you can mix and match. I couldn't decide between the garlic bread and bbq chicken wings so I shared with one of...More,5
sandra523,715 reviews,"Reviewed May 28, 2016",Date of visit: May 2016,Anniversary,What fun  we are in Cyprus for a wedding and our hosts organized diner here. Omg almost every table had a birthday anniversary or something! The entertainment is well fun executed with flare vigor and even the grumpiest guests can't not join in . Then...More,5
Helen K,267 reviews,"Reviewed May 27, 2016",Date of visit: May 2016,"Dust, Fumes Food and Fun.",What a shame that this restaurant is right next to a very busy road so you get to enjoy the traffic fumes from the vehicles passing swiftly by. On top of this the road is currently miles behind schedule so you also now have great...More,3
Brenda C,12 reviews,"Reviewed May 27, 2016",Date of visit: May 2016,Big portions,Their portions are fairly large and filling. I would recommend getting the normal portion. Their customer service is good. It was an enjoyable experience but I wouldn't visit again,3
beer242,5 reviews,"Reviewed May 26, 2016",Date of visit: May 2016,best food in Paphos,"Brilliant restaurant Alex and staff fantastic, the food is to die for huge portions 100% value for money loved it you have to go there",5
tobya967,19 reviews,"Reviewed May 25, 2016",Date of visit: May 2016,Lovely food,Brilliant restaurant with lovely staff. The portions are massive. Definitely going back this year 10/10,5
Paulagill,13 reviews,"Reviewed May 23, 2016",Date of visit: May 2016,Good entertainment,Visted 2 nights! Dancing and singing was nice! Food good value for money! Always had to be rolled home to the resort :),4
Vonne477,41 reviews,"Reviewed May 20, 2016",Date of visit: May 2016,more glorius food may 2016,"omg what a fantastic restaurant we had been recommended. the food was fantastic, the atmosphere is great, the portion sizes are massive would highly recommend not eating all day for this one, we had the shared platter for starters when the food arrived it was...More",5
