,index,profile_name,user_reviews,summary,stars,rating_date,text,label,score
1332,1332,SqueakyRat,174,We Keep Coming Back!,5,12/08/2016,"We love it here. The staff, the food, the entertainment; everything is excellent.  Starting with the BBQ ribs which are a meal in themselves, all our party had steak. Apart from my son who had a mountain of spaghetti bolognaise (child portion!)    Steaks were cooked to perfection and the sauces were so tasty.    We will definitely come back on our next jaunt to Paphos.    I recommend pre-booking!",POSITIVE,0.9998412132263184
1333,1333,familyholNorthEast,9,Lovely pizzas,5,12/08/2016,"Good value, large portions, friendly staff and gorgeous pizzas. Only a short walk from the Damon hotel and opposite a lovely Irish bar o'neills",POSITIVE,0.999841570854187
1334,1334,770craigb,33,Ribs!!!!,5,11/08/2016,"Decided on a visit here after noticing the place on a previous visit to Paphos. Great atmosphere and good for kids, very attentive staff and quick Service. I had the ribs which were huge and superb value for money, my wife and kids had burgers which were massive and was nowhere near finished after very good attempts. I'd visit here again",NEGATIVE,0.9246978163719177
1335,1335,lenster57,42,Never fails to please,5,11/08/2016,"We first went to Fat Mama's 20 years ago, on our first of five trips to Paphos. It really is a great night out, with our without kids. The service on arrival is always welcoming, although I would advise booking. We arrived quite early in the evening and it was already busy. There is regular entertainment from the waiting staff with a spot of dancing, and if you are shy in any way, don't tell them you are celebrating anything! We've never been disappointed with the food, and this particular visit was no exception. Ribs (wife's choice) are a must, as are the fajitas (no 1 son). No 2 son and I had a burger which again was excellent. Expect big portions!",POSITIVE,0.9988945126533508
1336,1336,Michelle G,3,Excellent Food,5,11/08/2016,"We visit this place twice on our holiday, one of the best places to eat. Food portions where large and very filling. If it's your birthday or anniversary they go out there way to sing to you.",POSITIVE,0.9997466206550598
1337,1337,Tracey L,29,Differing visits,4,11/08/2016,"We visited Fat Mamas twice during our 2 week stay in Paphos after last eating there 10 years ago.  The restaurant is always extremely busy so maybe a good idea to book. The first dining experience was very good. Fantastic, quick service. Hot tasty food. And they were really busy.  Unfortunately the second occasion was not quite as good. Had to queue to be seated but this wasn't a problem. There were plenty of empty tables but the staff just didn't seem to able to cope on this occasion. The service was slow and my son ended up being sick all night afterwards. Such a shame as our memories from 10 years ago have now been somewhat tainted.  The entertainment however was very good.",NEGATIVE,0.9231408834457397
1338,1338,ElitePaphos,78,one of the busiest restaurants in paphos,4,10/08/2016,we were invited to Fat Mamas for a friends bday dinner. the food portions are very large so i would recommend you go on an empty stomach. the ribs were delicious and the fajitas looked delicious too. there is also Live ENTERTAINMENT of singing and dancing which is great for Children. and there is also a table with a lady doing some face painting and tatoos for Children.,POSITIVE,0.9993832111358643
1339,1339,Alex_Ioannou_12,16,Fair food & very good service,3,10/08/2016,"We visited this restaurant today after a recommendation of our friend. I thought that it was a Mexican restaurant but it was a Mexican-Italian-steak house.  There are some pros & some cons:  Pros: very good service, big plates, overall good food, some events/happenings.  Cons: location (it is on a big street), my plate ( fajitas with steak) was bad, prices ( high)  On the contrary my wife took chicken fajitas and was delicious.  Finally I had more expectations from the specific restaurant.",POSITIVE,0.9971480965614319
1340,1340,G6947QDlauraw,11,Quite simply excellent,5,10/08/2016,"we visited as a family of 3 with our 9 year old Son. They do a discount if you eat before 7.30, which was perfect for us, they also had Bogof on small beers and large soft drinks. We ordered pizza, spag Bol and mini pizza. The pizza was so light and absolutely amazing and the spag Bol so tasty, not over tomatoey or liquids just really good, I sent my compliments to the chef, which doesn't happen often. Colouring book and crayons provided to entertain son, staff excellent, extremely good value with discount but would also be happy to pay full price. Would definitely visit again, best meal of our holiday.",POSITIVE,0.9997277855873108
1341,1341,lauraoatham,34,Lovely,5,10/08/2016,Had an excellent meal here. Wish we found it earlier. Portions big and plenty of choice. Reasonably priced. Good choice of kids meals. Sports on TVs and water mist sprays to keep it cool. Seems that English expacts come here frequently so must be good.,POSITIVE,0.9982159733772278
1342,1342,MrSpimolio,8,The steak is amazing!!!,4,10/08/2016,Loved it here. We came a couple of times. I think the entertainment during dinner is a good touch. (Felt like a cheeper version of the Benidorm Palace). I had a burger the first time and my wife had the steak MR. Instantly wanted to swich plates after she let me try a bit of her steak. It was awsome. Will be back this october. See you soon guys.,POSITIVE,0.9955652356147766
1343,1343,Earlybird1984,13,Food coma!,5,08/08/2016,Fabulous food and massive portions my fella went into a food coma after the massive enchiladas that were the best he has ever tasted! Would definitely recommend. It always has an atmosphere and all the staff work extra hard to ensure everyone is always happy and looked after! The only place you cue to get a table but it never disappoints!,POSITIVE,0.9993981122970581
1344,1344,Christine S,7,Wedding party reunion,5,07/08/2016,Met up with friends and family here a few days after attending a wedding well worth it! Low prices huge portions and tasty!!,POSITIVE,0.9986447691917419
1345,1345,KateW740,51,Great food Great calue,5,07/08/2016,Whilst staying at Laura beach we visited the bar 3 times for food. Great burgers great hospitality and warm friendly service. Love the air con!,POSITIVE,0.9998076558113098
1346,1346,DazKate,13,Great Meal,5,07/08/2016,Always make a point of eating here. Great food but do not order starters. The main is enough for two. Fantastic Value for money,POSITIVE,0.9988559484481812
1347,1347,CambridgeChap,82,"Poor Service, ok food, nice entertainment",3,07/08/2016,"This is a hard one as it should be a very good experience, BUT, service was poor, forgot our daughters food, drinks slow. The portions from the main menu are big eg Ribs. The kids amusement area kind of did not work so the kids felt the 1 Euro machines are a bit of a scam. Given the food and service was poor, the positive and its a big positive is that the Management gave us a free main course and 10% off so they know how to solve issues without fuss. The entertainment was good if not dated but it makes the place fun and you want fun on holiday. We would go again.",POSITIVE,0.9848629832267761
1348,1348,spyrosa10,56,Worth a visit,4,07/08/2016,Nice food friendly staff and reasonable prices also didn't have to wait too long for our food. The place itself is ok nothing special to look at or dine in but would go again if I'm in the area.,POSITIVE,0.9918819069862366
1349,1349,JoH186338,7,Excellent!,5,06/08/2016,"Having tried to go a couple of times but been turned off by the queue, we decided to go a bit earlier. We arrived at 6pm, to discover a discount and cocktails and fizzy drinks are 2 for 1 at the moment if you sit before 6. We had a starter to share between 3 and I ordered the small ribs, thankfully as I couldn't finish. Dessert was lovely. There's a great choice for kids. A great atmosphere, staff were friendly and attentive even as the place got busier. It was full and there was a big queue by the time we left at 7.40. Loved it and would definitely go again.",POSITIVE,0.9994052648544312
1350,1350,AndrewDud,37,RIBS OMG! It's all about the food.,5,06/08/2016,Fantastic diner - staff great and food was amazing (well the ribs anyway - as that's all my party had!). Dancing girls add very little to the experience as pretty poor....couldn't really see the point. Don't be fooled by the fact there is always a queue - oldest one in the book to make it look busy and exclusive - there was always seats available even when there was a queue. Simply there for the food and drink and tasted amazing + portions very large. Guy sitting next to me had the biggest burger ever...must have been good as he consumed the lot. Pretty good value also. Location pretty poor mind...in a resort of fantastic view restaurants this one looks out to a busy main road. All about the food.,NEGATIVE,0.5070616602897644
1351,1351,garypeterlee,46,Excellent,5,06/08/2016,Went to this place after having it recommended.Went early as it opens at 5pm and later it gets busy.Food was fantastic.Only thing I would say is make sure you are really hungry before you go.Huge portions.The service from the staff is exceptional.Very attentive and friendly and really look after customers.It's a must visit if you are in Paphos.,POSITIVE,0.9997701048851013
1352,1352,HazelR271,30,Great fun family dinner,5,05/08/2016,"We'd been recommended this place by colleagues and booked ahead. We weren't disappointed - huge portions, entertainment and a great family vibe. The customer service was excellent - after a small mixup, it was rectified quickly and professionally. Burgers huge, pizza full plates and steak perfect. Kids had fun, parents had cocktails - good time by all.",POSITIVE,0.9996165037155151
1353,1353,Y7154IJjohnw,4,"Good food, good vibe, a bit overpriced",4,05/08/2016,"Went as a family of four and the restaurant is busy and buzzing with light entertainment in form of cowgirl dancing. The sizes of the portions are big.    We had two adult mains (ribs and hunters chicken) one chocolate cake dessert to share, two pints for me and two diet cokes for the lady and it came to €66. Then the children had basic child meals drinks and dessert at €20.    The food was nice and large portions, the service was good and the atmosphere was good so overall worth a visit during your time in Paphos.",POSITIVE,0.9994269609451294
1354,1354,240darenf,20,Eating out,5,05/08/2016,Great food good service. The only advice is if you are a party over 4 then it's an idea to book a table as its peak and very busy.,POSITIVE,0.9317603707313538
1355,1355,M6614EZdanielc,4,Wife's birthday meal.,5,04/08/2016,What an evening! Fantastic food and prices. Make sure you book prior to turning up as extremely busy to the point customers were being turned away.    Entertainment was fantastic for all the family with dancing etc which really made the evening something different.  Fantastic staff working really hard to keep you happy.  Would definitely recommend as I have an extremely fussy family but they all filled there face and we all struggled in the heat to walk it off :-)  Will definitely return and will look forward to doing so.,POSITIVE,0.9994465708732605
1356,1356,Queenie099,79,Nach-yo' average nachos!,5,04/08/2016,"Enjoyed a good evening at Fat Mamas, a worthy restaurant to finish our holiday. It was a great venue for kids and families with exciting entertainment and small activity booklets for the children. Food was nice but nothing amazing although the menu did provide variety comparative to the bog standard choices to most other restaurants in the vicinity. Nach-yo' average Nachos, they were simply amazing!!! Most portions, including children's, were larger than the norm- we all left the restaurant looking like fat mamas!",POSITIVE,0.979598879814148
1357,1357,Julie M,18,"Good food, plenty of choice.",4,03/08/2016,"Worth a visit, great food, huge portions and plenty to choose from two menus. Prices comparable with other restaurants in the area.  We went early, before 7pm, as it gets very busy and we hadn't booked. We got a table straight away.  Starters of garlic bread and nachos to share. One portion of each was more than enough for four to share.  My daughter and I shared Mexican Fajitas, and were able to order extra wraps. I can definitely recommend them. Enough for two of us but if you're feeling very hungry one person could eat the lot, delicious! My husband ordered a 'small' rack of ribs and had plenty. He would never have managed the large portion by himself!  My son's pizza was the only disappointment, if you're after pizza visit the Italian Pizza restaurant further up the road. They really specialise so, as you would expect, their pizzas are excellent.  The food arrives very quickly and although we didn't feel rushed we did get the impression that they wanted us out quickly so that they could get the next customs in.  Definitely recommend this place, worth booking to avoid disappointment.",POSITIVE,0.9994070529937744
1358,1358,Toony87,47,Massive portions,4,03/08/2016,What a great find really enjoyed r visit at this place. Very bad entertainment which was actually funny to watch as so bad.  If I was staying for 2 weeks I would return to this place. Go for the ribs people there to die for but just get small as potions r stupidly to big.,NEGATIVE,0.9988000392913818
1359,1359,Elizt8,231,A bustling restaraunt,4,03/08/2016,We visited in May so the season hadn't got too busy. Food was good here and we ate twice with the staff remembering where we had sat the previous visit. Be warned portions are massive but good quality tasty food and not too pricey. Staff are friendly and efficient.m,POSITIVE,0.9998088479042053
1360,1360,660proc,2,Overestimated!,3,03/08/2016,Have to wait even with reservation. They make people to wait just to show off. Tables are empty and they do not seat peope. What a joke! The Host got on my nerves. Has an attitude problem. Food is ok. Not a big deal. Waitress hard to find. Some are just moving around picking up glasses. Would't go again. Too much deal for a burger or steak or untasty ribs!,NEGATIVE,0.9945618510246277
1361,1361,zoeh980,12,"Good food, not massively cheap",4,03/08/2016,"We visit this restaurant every time we are in Cyprus. Excellent choice of food, choice of 2 menus. Fat Mama's is Italian American style and Willy's is ribs etc. Good entertainment but the outfits for Fat Mama and Willy are looking a little worn and could do with replacing (or a wash at least). Wouldn't be described as cheap, but it is in Paphos where prices are higher than villages.",NEGATIVE,0.9935238361358643
1362,1362,Donna R,4,Beautiful Food,5,02/08/2016,highly recommended A must to visit 😍 Staff very friendly and entertainment is brilliant Huge portions of fabulous food,POSITIVE,0.9998883008956909
1363,1363,Lilymay32,17,Loved this place!,5,02/08/2016,"Brilliant food, service was fantastic. Loved the song break outs. Really surprised! We only came as our little one liked the name. Loads going on. Well worth a visit if your with kids. Really enjoyed this place.",POSITIVE,0.9998216032981873
1364,1364,764JohnA764,138,Nice food but far better places local,3,02/08/2016,We came here for the last night of our honeymoon and while the staff where friendly we felt a little rushed and the food while nice seemed pricy compared to other places we had dined. It was really busy so plenty must like it but think its more of a family restaurant.,POSITIVE,0.8307254314422607
1365,1365,793mervynw,20,An amazing experience,5,02/08/2016,"A visit to Fat Mamas in Paphos, Cyprus is a must especially if you have children with you. At certain times of the evening Fat Mama makes an appearance and will have her photograph taken with your family. On arrival you are normally asked if you are celebrating anything then during the course of your visit staff will come out and dance to a song and then depending on your celebration will bring you a bottle of champers, a cake or a drink. The food is fantastic but beware the portions are enormous and come in varying sizes.",POSITIVE,0.9990196228027344
1366,1366,Ken R,5,"Fat Mama's,What can I say.",5,01/08/2016,"I would just like to say that fat mama's and cowboy willie's is one of the best restaurants around,if you are on holiday in Paphos you must try this place,you will not be disappointed.The food is great whatever you have,we have tried the rib's,fillet steak,lasagne and the chicken,all cooked to perfection.There is also the fat mama's dancers that put on a great show and they are always out and about the restaurant surprising people if they are celebrating anything special.In summertime it can be really busy so sometime's you might have to wait to get a table but it's worth the wait,but it's not a long wait.Anyway give it a try.",POSITIVE,0.9994662404060364
1367,1367,Stuart C,57,Only complaint would be too much food!,4,01/08/2016,"We went with 6 teens and everyone had a great time. Regular madcap entertainment from cheerleader types running amok amongst the eaters.  Bill for 8 including drinks was €200, so no complaints there.  We bought back a full pizza.  We booked as there was 8 of us, and they were queuing around the block when we got there at 8pm.",NEGATIVE,0.5006834268569946
1368,1368,MLT84,129,Meh!,3,01/08/2016,"Visited Fat Mamas based on their Trip Advisor reviews and rating and my experience has made this a very difficult review to write!    The food was good - I had a lovely pizza and there were good veggie options available (huzzah!) and there was a lively atmosphere (lots of singing, ""Mama"" and ""Willy"", and nail art/airbrushing etc) - this would have resulted in a high star rating. However, it took an hour and a half for our food to arrive. We didn't really notice to start with as we were enjoying our own company and the entertainment (and weren't interrupted for repeated drinks orders :()so we didn't kick up a fuss. We were given a free beer to make up for it when we were (eventually!) told that our order had been lost (and not that the kitchen was backed up).    The standard of service seriously let Fat Mamas down. If you're going, go early to save queuing! Hopefully ours was a one-off experience - had the service been better I would be recommending Fat Mamas wholeheartedly. However, I can't bare poor service!",NEGATIVE,0.9401311874389648
1369,1369,Phil3345,23,One  not to miss,5,31/07/2016,Food is perfect big portions 2 menus to choose from either Italian or american style. Also there's entertainment wile you are eating. Brilliant place if you are having a party as they get involved and make sure it's a good time for you.,POSITIVE,0.9998512268066406
1370,1370,stephanie d,6,Average,2,31/07/2016,"Visited this place because it was soo busy inside. Our cokes served were completely flat, asked for new ones which were given reluctantly..  They were still flat and we came to the conclusion it probably wasnt actual coke cola. When my drink arrived i took the ice out having forgot to ask so i took it out myself to save the trouble and put it on a plate that had been used for the starter, was asked by waitor why i didnt say no ice?! Like a naughty school kid.    Food was really average, nothing to write home about.  Good atmosphere in the place, the live entertainment wasnt expected and was a quite cheesy but hey!",NEGATIVE,0.9982592463493347
1371,1371,theforesters,3,Don't bother,2,31/07/2016,We have visited this twice now on 2 separate holidays and both times it was the worst meal of the holiday. Both times it was uncomfortably hot and the meals were just about ok. There are so many better places to eat in Paphos.,NEGATIVE,0.9799955487251282
1372,1372,duke s,20,TRY THE RIBS,5,29/07/2016,My party of 11 went here a few nights the food was great very large portions the ribs are great I would recommend fat mamas,POSITIVE,0.9983695149421692
1373,1373,SJERushden,127,Anniversary Meal,5,29/07/2016,"Went to Fat Mama's on 25th July for out 18th Wedding anniversary meal - it was superb but portions are so large you can't walk after - Ribs 10/10, Pizza was good, burgers were fantastic and the Chilli sauce - wow.  Dancers at table and a bottle of bubbly finished it off - fantatstic",POSITIVE,0.9992656111717224
1374,1374,Kerry S,13,"Huge portions, lovely staff reasonable price",5,29/07/2016,The portions are huge here and the staff are very friendly with a little entertainment thrown in. Well worth a visit.,POSITIVE,0.9997633099555969
1375,1375,Sbrogett,6,Good Honest Food,4,28/07/2016,"Went for food here again this year, we all had stakes again. All cooked to perfection and plenty of food. This is a very busy restaurant, so book in advance or you might be disappointed as the queues are quite long at peek times. having said that the turnaround is very good.",POSITIVE,0.9995156526565552
1376,1376,Andrew M,11,Did not disapoint,5,28/07/2016,Excellent night out. Good staff. Good value. HUGE POTTIONS. Entertaient was good. Well worth what we paid. Defo be back.,POSITIVE,0.9998384714126587
1377,1377,colinj224,22,Great ribs and atmosphere,5,28/07/2016,"We paid Fat Mama's a visit during our stay in Paphos, it has a great atmosphere with really friendly staff. The portion sizes are huge!!!!!  Yes its not traditional greek food but this place has been going for 20 years in Paphos.  I would say its well worth a visit if your in Paphos.",POSITIVE,0.9993352293968201
1378,1378,Alison T,13,Fat mamma's,5,27/07/2016,"Oh my god,such a fantastic atmosphere.Food was lush,service was excellent and the singing and dancing was spot on.All ages and family welcome.Also have face painting,nail art and henna tattoos for all.Will definitely be going back here",POSITIVE,0.9998493194580078
1379,1379,Jfrank93,46,Average,2,27/07/2016,"I am very surprised to see the popularity of this restaurant and the only reason I can think of is because British tourists can relate to the Americanized atmosphere and menu. There are several more traditional restaurants along this strip whereby you have excellent service, great food and know you are contributing towards local families. Now, the main reason I have taken to write this review was seeing a response to a customer giving a critical review on the fat mama's Facebook page. The response from the restaurant was unprofessional, rude and will eventually spell their demise.  Me and my partner are a young couple who visited this restaurant last week purely because of its supposed popularity. After having queued up we were stood waiting for 5 minutes until I had to actually ask a member of staff whether we could be seated to which they took us to a table. They had recognized our presence prior to this so we were confused why we were not acknowledged. Upon being seated we were served promptly whereby we ordered two cokes and a bottle of wine. The cokes were delivered quickly but it tasted very much like unbranded coca cola so we left them. The wine also had the old label ripped off and a ""Fat Mama's"" label glued on over the top which gave no indication as to what wine it actually was because I refuse to believe the restaurant produces its own wine. We ordered our food and it was average, i would compare it to a chain such as Sizzling Pubs or Fayre and Square - there was no authenticity or care.  There was entertainment, British entertainment by girls who were again, average performers. Although I will say that it was a nice touch to have entertainment. If you come on holiday to visit a chain restaurant such as the aforementioned then this place is perfect for you. If you prefer good service with free bread, fruit and good wine, then walk a little further down the strip.",NEGATIVE,0.9872891902923584
1380,1380,Jim B,14,Pretty good,4,27/07/2016,"Went on recommendation.  Served very quickly and the food arrived immediately, almost too quickly.  Got the feeling they needed to turn the table round for a later booking.  That being said, staff were attentive and the food was good and plentiful and hot.  Ordered full ribs and only just finished it.  Some girls came out singing, which was a bit awkward but added a bit of fun.  The staff dressed in Cowboy Willy and Fat Mamma costumes were fun for little ones but looked dated.  Despite having lots of tables they do keep a queue out the front so it looks busy to passing trade.  I'd go again but probably later on, as we booked for 18:30.",NEGATIVE,0.8704786896705627
1381,1381,Clairey2903,14,Great food,4,27/07/2016,After reading some of the reviews on here I couldn't wait to visit Fat Mamas and it didn't disappoint. The food was plentiful and reasonably priced. Would recommend for families as the entertainment is great for youngsters.,POSITIVE,0.9993005990982056
1382,1382,Lisa R,6,A must if in Paphos!,5,26/07/2016,"We visited Fat Mamas with friends who had been before and it was great. The food was delicious and the portions are big, thankfully we shared starters and are so glad that we did. Service is great too but i would thoroughly recommend booking a table as it gets busy and you may have to wait. I was pleasantly surprised by the entertainment too which I wasn't expecting and it was great. The staff also make a huge effort for those who are celebrating a birthday or anniversary. Definitely worth a visit when in Paphos.",POSITIVE,0.999750554561615
1383,1383,0906ellis,4,Family Visit,4,26/07/2016,"A very good place to eat with a wide selection of grilled food available for the whole family.    The wait was a little long due to how busy the restaurant was, but we were seated within 15 mins. We had a group of 4 adults plus 1 infant and were accommodated no problems at all.    The service was quick and the portions very big. I did not need to order a starter as the main was big enough.    The only downside to this restaurant was the cheesy entertainment and singing, very TGI Friday-ish, and also the heat. The restaurant had fans but we just happened to be in the only location without a fan on our table.    Overall, a good restaurant with good food and good service.    We are here for a 2nd week so will probably go here again.",POSITIVE,0.9941680431365967
1384,1384,Twitcher42,38,"Great Food, Great Value, Great Evening",5,26/07/2016,Visited on last evening of our holiday in Paphos. Arrive before 7 to get 10% of your bill.Staff very friendly and efficient. Good quality Tex Mex/ Italian fare. Loads to choose from - very large portions which they are happy to wrap up to take away if you can't finish. 2 large starters+ 2 large pizzas+ 2 puddings and 4 soft drinks was €45 . 3 girl singer/ dancers who randomly burst into action for anyone with a birthday/ anniversary etc + longer set about 9ish. Great evening all round - wish our hotel had been that good!! A most see when visiting Paphos.,POSITIVE,0.9995539784431458
1385,1385,happytoseetheworld9,105,Noisy,2,25/07/2016,Good for families but very americanised and noisy. You always have to queue to get a table. It's good for ribs burgers etc but if you want traditional Cypriot food then this is not for you Very child friendly,NEGATIVE,0.9962626099586487
1386,1386,John L,5,Good entertainment,4,25/07/2016,"Food ok, bit like a TGI/Frankie & Bennys type place, not a great variety but the entertainment is good.",POSITIVE,0.9997844099998474
1387,1387,814steveh,8,great food and great service,5,25/07/2016,fantastic food at a great price with entertainment thrown in good night out with or without the kids always got great service as well would suggest arriving early as can get busy around 19:00 but even then we didn't have to wait long for a table,POSITIVE,0.9990091323852539
1388,1388,megs1946,9,Good service and good food,5,25/07/2016,"Can't fault the service or the food and there's plenty of it and not expensive, the place to go if you have kids",POSITIVE,0.9920454025268555
1389,1389,michelle p,8,amazing restaurant,5,25/07/2016,this is an amazing restaurant we ate here a couple of times and wasnt disappointed very friendley staff excellent entertainment,POSITIVE,0.9924805164337158
1390,1390,Ellie T,4,Just downright terrible.,2,24/07/2016,"Came with my partner having high expectations due to the clear popularity of the restaurant and we have never been so disappointed. I had a Halloumi Burger which had no taste to it whatsoever, and my partner ordered the Beef Fajitas - the beef was too chewy, the vegetables undercooked and was only given 3 small wraps to make the fajitas. In addition to this, we waited 40 minutes after finishing our food for it to be taken away.    We complained but they only had apologies to offer.    The worst meal we had in Cyprus.    The atmosphere is good for family's and young children only.",NEGATIVE,0.9813450574874878
1391,1391,RobBos772,280,Decidedly average,2,24/07/2016,"As per other reviews, we can confirm that portion sizes are huge. However, that's only good if food is of a good standard - this really wasn't.    Burgers etc were of a very average standard - frozen chips and overcooked burgers. Fajitas were also similarly average. To be fair, food was cheapish.    There was some form of 'cabarat' show if you like that sort of thing - I don't.    Not to be recommended",NEGATIVE,0.9993329644203186
1392,1392,679matanh,5,Woowww!,5,24/07/2016,"Best ribs ever! A++++ Its allways full so call them! Good music and good staff! Must must must! Try the ribs,and the oven poteto",POSITIVE,0.9985002279281616
1393,1393,leanne T,15,Excellent for birthdays,4,24/07/2016,Lovely food great atmosphere it was sons birthday the day after we got home but they still made a fuss and bought him a cocktail and did a dance for him - he was 8 he loved it. Not somewhere to go every night but as a special meal for on hols was definitely worth a visit,POSITIVE,0.9998049139976501
1394,1394,charlottef007,6,Twice in 3 days!,5,24/07/2016,"Wow! What an amazing place. On the first visit we were blown away - buy one get one free cocktails 6-7pm which were fantastic, live entertainment, friendly attentive staff and amazing food. Enjoyed it so much we went again a few days later for our final night. If only we had found this gem of a place earlier...we'd have been there every night!!",POSITIVE,0.9998120665550232
1395,1395,MetteGammelby,22,"Good fun, good food",4,23/07/2016,"Went with my daughter (9) and we sheared the ""Meat lover"" which was really good (especially the ribs!!!) and there was plenty of it ;-) Entertainment was good fun and the service was great :D would go again if we ever end up near Paphos again. Which we probably won't but that's another story...",POSITIVE,0.9997259974479675
1396,1396,Angela C,4,Fabulous food,4,23/07/2016,"Ate here last year on our first visit to Paphos, was recommended to us, food was so good the first time we visited we went back again this year on our 2nd visit to Paphos and there was no disappointment 2nd time around, great food, great atmosphere and lovely staff.    Recommend a visit by anyone staying in Paphos.",POSITIVE,0.9997772574424744
1397,1397,marilyng665,18,Big portions,4,23/07/2016,do not eat all day if you want to finish a meal its not called fat mama's for nothing meals were beautiful they have 2 menus Italian and American and you can mix and match from either,NEGATIVE,0.9459694027900696
1398,1398,woodward1968,14,Double delight,5,22/07/2016,"Wow what a fantastic place it was so good we went twice during our stay in paphos outstanding staff, service and food is out of this world the dancing girls where superb they had face painting for the little ones on the lawn there is a special appearance by fat mama and cowboy willy and also there is a wonderful cabaret show one tip I would advise you to go early as the restaurant gets very busy",POSITIVE,0.9996218681335449
1399,1399,RachRey,10,Absolutely amazing food,5,21/07/2016,"Visited fat mamas twice during our 2week holiday in pathos. Cannot recommend it enough, food and atmosphere is fab with a good menu choice all round for the grown ups and kids. Would go back to paphos again just to go here!",POSITIVE,0.999089241027832
1400,1400,Zoe054,112,VILE,1,21/07/2016,The staff are vile. The food is vile. The entertainment is vile. It's not clean. It's expensive. Sorry but I cannot find one positive about this place.,NEGATIVE,0.9996868371963501
1401,1401,Samboraholic,26,Fabulous meal,5,21/07/2016,"On arrival in Paphos our private transfer was taking us to the Avlida where we stayed and I asked Drive ""is there anywhere you would recommend us to eat as we like to have the odd meal out even though we are all inclusive"". His reply was instant and he said ""Fat Mama's"".    We had a chat about it as you do and that was that really and then one day by the pool in the hotel another English couple stopped us and said ""have you tried Fat Mama's?"" Well that was it we had to go and I can assure everyone that this place does not disappoint.    It is a cross between Italian and American style food, there is music and live entertainment and the atmosphere is brilliant.    I had a fillet steak which was cooked absolutely to perfection, the two kids (both 16) had different pasta meals which looked amazing and the wife's meal was also great.    You cannot fault this restaurant and it's very very easy to see why it's so highly recommended. Make a point of going there if you get chance!!!",POSITIVE,0.9993151426315308
1402,1402,lornad583,52,"Great service, yummy food",4,20/07/2016,"We ate at Fat Mama's on two occasions during our stay in Paphos. The restaurant is very popular and always busy with locals and tourists however we never waited long for a table on our first visit (approx 15 mins) and were seated immediately on our second visit. This place has a great atmosphere and its down to the hardworking waiting staff and dancers. The food definitely reflects the name as the portions are huge, and i mean huge. I ordered the cheese garlic bread for starters which was really tasty and served in a bowl (4 large slices). This starter would easily satisfy two people. I also ordered a small portion of ribs but could only eat 1/3 of them. They would be considered a large portion anywhere else. They were cooked in a barbaque sauce and were absoloutly delicious, served with fries on the side. My husband order steak fajitas and they were yummy too. Would definitely recommend a visit.",POSITIVE,0.9979602098464966
1403,1403,Christine R,4,Amazing,5,16/07/2016,This is the place to go if you have a large appetite - very good for children too. Entertainment for both children and adults - a very popular place,POSITIVE,0.9998414516448975
1404,1404,Rick E,242,Great food,5,16/07/2016,"Was recommended to us, and was not disappointed. Prices very reasonable and food was great. Portions on the large side, wife has lasagne could only eat a 1/3rd of it.",POSITIVE,0.9995005130767822
1405,1405,angushouse,13,Fab,5,16/07/2016,Would recommend you to go along great place. You get a choice of small or large potions would recommend small as the larger are very big. Great service lots of staff can't do enough for you. Gets very busy would book and has great entertainment,POSITIVE,0.9993102550506592
1406,1406,S2842QZstephenm,10,Hungry,5,16/07/2016,"I ordered the large ribs thinking it would be stingy with the portion. I couldn't have been more wrong. I almost ate it all but because you get chips, I couldn't help but soak up the awesome sauce which defeated me, but no worries, they wrapped up my leftover ribs to take away. Nice touch. Staff were great and you buy one cocktail get one free. Bonus.",POSITIVE,0.9966357350349426
1407,1407,816grahamc,69,American Diner that Does it Well,4,14/07/2016,"Visited here whilst on annual family holiday, 9 in total. Food is good, service is good, they are friendly happy and make you feel welcome. They usually have a show on and it makes a great family night out.",POSITIVE,0.9998667240142822
1408,1408,John B,13,Good Night - Huge Portions,5,14/07/2016,"Good Food, Excellent Service. Fun entertainment. Had the Sizzling Beef. Wife had the chicken. Lots of roadworks outside as they are re-doing the main road, but this didn't effect the night.",NEGATIVE,0.9839009642601013
1409,1409,Philip H,17,No Service  music very noisy,1,14/07/2016,"I was shown to a table , ""one minute I will bring the menu"". . I waited and waited , did not shout, whistle, speak, or click my fingers I was polite perhaps too polite just a discreet wave to attract attention but I was ignored for 15 minutes .  People nearby coming in after me we being served drinks and in some cases food .  Very poor and....... Fat Mama's you should know who I was . I was shown to a table first right at the front entrance 12th July 2016 shown to a table at 1955 and left at 2015 hours because I wrote a polite message of my treatment on a napkin walked inside and gave it to the person on the desk . I walked out still invisible unchallenged  Disgraceful",NEGATIVE,0.9984467625617981
1410,1410,Gill040172,34,Love it,5,13/07/2016,Been many times and is still one of the best value family friendly restaurants in paphos - despite all the road works blocking you stoping outside still going strong - excellent for young kids too but be warned huge portions - value for money guaranteed,POSITIVE,0.99950110912323
1411,1411,zoed658,8,amazing,5,13/07/2016,"lovely food , great service fab show and fab staff !!! me and my mum came here twice we loved it. The food was fab,",POSITIVE,0.9998489618301392
1412,1412,amala805,20,Good dinner,4,12/07/2016,"Nice location, good food, generous portions. We tried the ribs and they were good. Also has a mini show that runs for about 20-30 minutes.",POSITIVE,0.9993880987167358
